School Year,Building Code,DBN,Location Name,Location Code,Address,Borough,Geographical District Code,Register,Building Name,# Schools,Schools in Building,Major N,Oth N,NoCrim N,Prop N,Vio N,ENGroupA,RangeA,AvgOfMajor N,AvgOfOth N,AvgOfNoCrim N,AvgOfProp N,AvgOfVio N,Borough Name,Postcode,Latitude,Longitude,Community Board,Council District ,Census Tract,BIN,BBL,NTA
2013-14,K166,19K654,Van Siclen Community Middle School,K654,800 VAN SICLEN AVE,K,19,118,800 VAN SICLEN AVE CONSOLIDATED LOCATION,2,J.H.S. 166 George Gershwin |  Van Siclen Community Middle School |  800 VAN SICLEN AVE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11207,40.66011,-73.885387,5,42,1104,3097675,3043490050,East New York                                                              
2013-14,K166,19K166,J.H.S. 166 George Gershwin,K166,800 VAN SICLEN AVE,K,19,234,800 VAN SICLEN AVE CONSOLIDATED LOCATION,2,J.H.S. 166 George Gershwin |  Van Siclen Community Middle School |  800 VAN SICLEN AVE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11207,40.66011,-73.885387,5,42,1104,3097675,3043490050,East New York                                                              
2013-14,K166,,800 VAN SICLEN AVE CONSOLIDATED LOCATION,,800 VAN SICLEN AVE,K,19,352,800 VAN SICLEN AVE CONSOLIDATED LOCATION,2,J.H.S. 166 George Gershwin |  Van Siclen Community Middle School |  800 VAN SICLEN AVE CONSOLIDATED LOCATION,1,7,5,4,2,3C,251-500,0.35,1.06,1.09,0.73,0.5,BROOKLYN ,11207,40.66011,-73.885387,5,42,1104,3097675,3043490050,East New York                                                              
2013-14,K167,84K741      ,Success Academy Crown Heights (Brooklyn 7),K741,1025 EASTERN PARKWAY,K,17,,1025 EASTERN PARKWAY CONSOLIDATED LOCATION,3,P.S. 167 The Parkway|  New Bridges Elementary|  Success Academy Crown Heights (Brooklyn 7)|  1025 EASTERN PARKWAY CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11213,40.669001,-73.934635,8,35,353,3037303,3013890035,Crown Heights North                                                        
2013-14,K167,17K167,P.S. 167 The Parkway,K167,1025 EASTERN PARKWAY,K,17,168,1025 EASTERN PARKWAY CONSOLIDATED LOCATION,3,P.S. 167 The Parkway|  New Bridges Elementary|  Success Academy Crown Heights (Brooklyn 7)|  1025 EASTERN PARKWAY CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11213,40.669001,-73.934635,8,35,353,3037303,3013890035,Crown Heights North                                                        
2013-14,K167,17K532,New Bridges Elementary,K532,1025 EASTERN PARKWAY,K,17,245,1025 EASTERN PARKWAY CONSOLIDATED LOCATION,3,P.S. 167 The Parkway|  New Bridges Elementary|  Success Academy Crown Heights (Brooklyn 7)|  1025 EASTERN PARKWAY CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11213,40.669001,-73.934635,8,35,353,3037303,3013890035,Crown Heights North                                                        
2013-14,K167,,1025 EASTERN PARKWAY CONSOLIDATED LOCATION,,1025 EASTERN PARKWAY,K,17,413,1025 EASTERN PARKWAY CONSOLIDATED LOCATION,3,P.S. 167 The Parkway|  New Bridges Elementary|  Success Academy Crown Heights (Brooklyn 7)|  1025 EASTERN PARKWAY CONSOLIDATED LOCATION,0,1,1,1,0,3C,251-500,0.35,1.06,1.09,0.73,0.5,BROOKLYN ,11213,40.669001,-73.934635,8,35,353,3037303,3013890035,Crown Heights North                                                        
2013-14,K169,15K169,P.S. 169 Sunset Park,K169,4305 7 AVENUE,K,15,"1,636",,1,P.S. 169 Sunset Park,0,0,1,0,0,8C,1501-1750,0.81,3.95,6.51,2.3,1.78,BROOKLYN ,11232,40.64629,-74.001903,7,38,92,3011002,3007320001,Sunset Park East                                                           
2013-14,K170,20K170,Ralph A. Fabrizio School,K170,7109 6 AVENUE,K,20,936,,1,Ralph A. Fabrizio School,0,0,0,0,0,5C,751-1000,0.52,1.71,2.49,1.16,0.75,BROOKLYN ,11209,40.630843,-74.01913,10,43,134,3146921,3058990001,Bay Ridge                                                                  
2013-14,K171,19K171,I.S. 171 Abraham Lincoln,K171,528 RIDGEWOOD AVENUE,K,19,780,,1,I.S. 171 Abraham Lincoln,0,2,3,1,1,5C,751-1000,0.52,1.71,2.49,1.16,0.75,BROOKLYN ,11208,40.68618,-73.869625,5,37,1184,3092456,3041340020,Cypress Hills-City Line                                                    
2013-14,K172,15K172,P.S. 172 Beacon School of Excellence,K172,825 4 AVENUE,K,15,612,,1,P.S. 172 Beacon School of Excellence,0,0,0,0,0,4C,501-750,0.33,1.32,1.76,0.83,0.59,BROOKLYN ,11232,40.657914,-74.000652,7,38,101,3009847,3006690001,Sunset Park West                                                           
2013-14,K174,19K663,School of the Future Brooklyn,K663,574 DUMONT AVENUE,K,19,76,574 DUMONT AVENUE CONSOLIDATED LOCATION,3,P.S. 174 Dumont |  Brooklyn Gardens Elementary School |  School of the Future Brooklyn |  574 DUMONT AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11207,40.665798,-73.897723,5,42,1130,3084617,3038020015,East New York (Pennsylvania Ave)                                           
2013-14,K174,19K174,P.S. 174 Dumont,K174,574 DUMONT AVENUE,K,19,222,574 DUMONT AVENUE CONSOLIDATED LOCATION,3,P.S. 174 Dumont |  Brooklyn Gardens Elementary School |  School of the Future Brooklyn |  574 DUMONT AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11207,40.665798,-73.897723,5,42,1130,3084617,3038020015,East New York (Pennsylvania Ave)                                           
2013-14,K174,19K557,Brooklyn Gardens Elementary School,K557,574 DUMONT AVENUE,K,19,175,574 DUMONT AVENUE CONSOLIDATED LOCATION,3,P.S. 174 Dumont |  Brooklyn Gardens Elementary School |  School of the Future Brooklyn |  574 DUMONT AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11207,40.665798,-73.897723,5,42,1130,3084617,3038020015,East New York (Pennsylvania Ave)                                           
2013-14,K208,18K208,P.S. 208 Elsa Ebeling,K208,4801 AVENUE D,K,18,479,,1,P.S. 208 Elsa Ebeling,0,0,0,0,0,3C,251-500,0.35,1.06,1.09,0.73,0.5,BROOKLYN ,11203,40.642031,-73.931151,17,45,840,3105680,3047690025,East Flatbush-Farragut                                                     
2013-14,K174,,574 DUMONT AVENUE CONSOLIDATED LOCATION,,574 DUMONT AVENUE,K,19,473,574 DUMONT AVENUE CONSOLIDATED LOCATION,3,P.S. 174 Dumont |  Brooklyn Gardens Elementary School |  School of the Future Brooklyn |  574 DUMONT AVENUE CONSOLIDATED LOCATION,0,1,1,1,0,3C,251-500,0.35,1.06,1.09,0.73,0.5,BROOKLYN ,11207,40.665798,-73.897723,5,42,1130,3084617,3038020015,East New York (Pennsylvania Ave)                                           
2013-14,K175,23K697,Teachers Preparatory High School,K697,226 BRISTOL STREET,K,23,458,226 BRISTOL STREET CONSOLIDATED LOCATION,2,Frederick Douglass Academy VII High School |  Teachers Preparatory High School |  226 BRISTOL STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11212,40.665878,-73.911705,16,41,924,3081419,3035410001,Brownsville                                                                
2013-14,K175,23K514,Frederick Douglass Academy VII High School,K514,226 BRISTOL STREET,K,23,328,226 BRISTOL STREET CONSOLIDATED LOCATION,2,Frederick Douglass Academy VII High School |  Teachers Preparatory High School |  226 BRISTOL STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11212,40.665878,-73.911705,16,41,924,3081419,3035410001,Brownsville                                                                
2013-14,K175,,226 BRISTOL STREET CONSOLIDATED LOCATION,,226 BRISTOL STREET,K,23,786,226 BRISTOL STREET CONSOLIDATED LOCATION,2,Frederick Douglass Academy VII High School |  Teachers Preparatory High School |  226 BRISTOL STREET CONSOLIDATED LOCATION,1,8,11,8,1,5C,751-1000,0.52,1.71,2.49,1.16,0.75,BROOKLYN ,11212,40.665878,-73.911705,16,41,924,3081419,3035410001,Brownsville                                                                
2013-14,K176,20K176,P.S. 176 Ovington,K176,1225 69 STREET,K,20,"1,414",,1,P.S. 176 Ovington,0,3,0,3,0,7C,1251-1500,0.86,3.26,5.55,2.17,1.29,BROOKLYN ,11219,40.624611,-74.005378,10,43,196,3143190,3057740001,Dyker Heights                                                              
2013-14,K177,21K177,P.S. 177 The Marlboro,K177,346 AVENUE P,K,21,952,,1,P.S. 177 The Marlboro,0,0,0,0,0,5C,751-1000,0.52,1.71,2.49,1.16,0.75,BROOKLYN ,11204,40.608604,-73.974847,11,44,424,3175834,3066310001,Bensonhurst East                                                           
2013-14,K178,23K178,P.S. 178 Saint Clair Mckelway,K178,2163 DEAN STREET,K,23,459,,1,P.S. 178 Saint Clair Mckelway,1,4,1,1,4,3C,251-500,0.35,1.06,1.09,0.73,0.5,BROOKLYN ,11233,40.675024,-73.915778,16,41,303,3038718,3014400056,Ocean Hill                                                                 
2013-14,K179,20K179,P.S. 179 Kensington,K179,202 AVENUE C,K,20,993,,1,P.S. 179 Kensington,0,1,1,1,0,5C,751-1000,0.52,1.71,2.49,1.16,0.75,BROOKLYN ,11218,40.640463,-73.977642,12,39,488,3126001,3053710001,Kensington-Ocean Parkway                                                   
2013-14,K180,20K180,The SEEALL Academy,K180,5601 16 AVENUE,K,20,"1,153",5601 16 AVENUE CONSOLIDATED LOCATION,2,The SEEALL Academy |  P.S. K231 |  5601 16 AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,6C,1001-1250,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11204,40.627029,-73.989672,12,44,470,3130809,3054920001,Borough Park                                                               
2013-14,K180,75K231,P.S. K231,K231,5601 16 AVENUE,K,20,348,5601 16 AVENUE CONSOLIDATED LOCATION,2,The SEEALL Academy |  P.S. K231 |  5601 16 AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11204,40.627029,-73.989672,12,44,470,3130809,3054920001,Borough Park                                                               
2013-14,K180,,5601 16 AVENUE CONSOLIDATED LOCATION,,5601 16 AVENUE,K,20,"1,501",5601 16 AVENUE CONSOLIDATED LOCATION,2,The SEEALL Academy |  P.S. K231 |  5601 16 AVENUE CONSOLIDATED LOCATION,1,4,0,3,1,8C,1501-1750,0.81,3.95,6.51,2.3,1.78,BROOKLYN ,11204,40.627029,-73.989672,12,44,470,3130809,3054920001,Borough Park                                                               
2013-14,K181,17K181,P.S. 181 Brooklyn,K181,1023 NEW YORK AVENUE,K,17,"1,044",,1,P.S. 181 Brooklyn,1,4,2,1,3,6C,1001-1250,0.56,2.4,3.56,1.36,1.05,BROOKLYN ,11203,40.648215,-73.946374,17,45,856,3327776,3049040010,East Flatbush-Farragut                                                     
2013-14,K183,23K668,Riverdale Avenue Middle School,K668,76 RIVERDALE AVENUE,K,23,49,76 RIVERDALE AVENUE CONSOLIDATED LOCATION,4,Riverdale Avenue Community School |  General D. Chappie James Elementary School of Scie |  General D. Chappie James Middle School of Science |  Riverdale Avenue Middle School |  76 RIVERDALE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11212,40.660204,-73.913933,16,42,896,3082253,3035970011,Brownsville                                                                
2013-14,K183,23K446,Riverdale Avenue Community School,K446,76 RIVERDALE AVENUE,K,23,269,76 RIVERDALE AVENUE CONSOLIDATED LOCATION,4,Riverdale Avenue Community School |  General D. Chappie James Elementary School of Scie |  General D. Chappie James Middle School of Science |  Riverdale Avenue Middle School |  76 RIVERDALE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11212,40.660204,-73.913933,16,42,896,3082253,3035970011,Brownsville                                                                
2013-14,K183,23K634,General D. Chappie James Middle School of Science,K634,76 RIVERDALE AVENUE,K,23,87,76 RIVERDALE AVENUE CONSOLIDATED LOCATION,4,Riverdale Avenue Community School |  General D. Chappie James Elementary School of Scie |  General D. Chappie James Middle School of Science |  Riverdale Avenue Middle School |  76 RIVERDALE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11212,40.660204,-73.913933,16,42,896,3082253,3035970011,Brownsville                                                                
2013-14,K183,23K631,General D. Chappie James Elementary School of Scie,K631,76 RIVERDALE AVENUE,K,23,95,76 RIVERDALE AVENUE CONSOLIDATED LOCATION,4,Riverdale Avenue Community School |  General D. Chappie James Elementary School of Scie |  General D. Chappie James Middle School of Science |  Riverdale Avenue Middle School |  76 RIVERDALE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11212,40.660204,-73.913933,16,42,896,3082253,3035970011,Brownsville                                                                
2013-14,K183,,76 RIVERDALE AVENUE CONSOLIDATED LOCATION,,76 RIVERDALE AVENUE,K,23,500,76 RIVERDALE AVENUE CONSOLIDATED LOCATION,4,Riverdale Avenue Community School |  General D. Chappie James Elementary School of Scie |  General D. Chappie James Middle School of Science |  Riverdale Avenue Middle School |  76 RIVERDALE AVENUE CONSOLIDATED LOCATION,0,0,1,0,0,3C,251-500,0.35,1.06,1.09,0.73,0.5,BROOKLYN ,11212,40.660204,-73.913933,16,42,896,3082253,3035970011,Brownsville                                                                
2013-14,K184,23K184,P.S. 184 Newport,K184,273 NEWPORT STREET,K,23,571,,1,P.S. 184 Newport,1,0,2,0,1,4C,501-750,0.33,1.32,1.76,0.83,0.59,BROOKLYN ,11212,40.659966,-73.904901,16,42,918,3082391,3036060001,Brownsville                                                                
2013-14,K185,20K185,P.S. 185 Walter Kassenbrock,K185,8601 RIDGE BOULEVARD,K,20,723,,1,P.S. 185 Walter Kassenbrock,0,0,0,0,0,4C,501-750,0.33,1.32,1.76,0.83,0.59,BROOKLYN ,11209,40.623986,-74.033779,10,43,60,3153416,3060430001,Bay Ridge                                                                  
2013-14,K186,20K186,P.S. 186 Dr. Irving A Gladstone,K186,7601 19 AVENUE,K,20,958,,1,P.S. 186 Dr. Irving A Gladstone,1,2,1,2,0,5C,751-1000,0.52,1.71,2.49,1.16,0.75,BROOKLYN ,11214,40.611483,-73.994677,11,47,274,3160923,3062390001,Bensonhurst West                                                           
2013-14,K188,21K188,P.S. 188 Michael E. Berdy,K188,3314 NEPTUNE AVENUE,K,21,540,,1,P.S. 188 Michael E. Berdy,1,0,2,1,0,4C,501-750,0.33,1.32,1.76,0.83,0.59,BROOKLYN ,11224,40.577217,-74.000194,13,47,328,3188726,3070060001,Seagate-Coney Island                                                       
2013-14,K189,17K189,P.S. 189 The Bilingual Center,K189,1100 EAST NEW YORK AVENUE,K,17,"1,188",,1,P.S. 189 The Bilingual Center,0,2,3,0,1,6C,1001-1250,0.56,2.4,3.56,1.36,1.05,BROOKLYN ,11212,40.665565,-73.926246,17,41,892,3099537,3045990001,Brownsville                                                                
2013-14,K190,19K190,P.S. 190 Sheffield,K190,590 SHEFFIELD AVENUE,K,19,201,590 SHEFFIELD AVENUE CONSOLIDATED LOCATION,2,P.S. 190 Sheffield |  Essence School |  590 SHEFFIELD AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11207,40.662326,-73.894441,5,42,1128,3085491,3038380018,East New York (Pennsylvania Ave)                                           
2013-14,K190,19K311,Essence School,K311,590 SHEFFIELD AVENUE,K,19,149,590 SHEFFIELD AVENUE CONSOLIDATED LOCATION,2,P.S. 190 Sheffield |  Essence School |  590 SHEFFIELD AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11207,40.662326,-73.894441,5,42,1128,3085491,3038380018,East New York (Pennsylvania Ave)                                           
2013-14,K190,,590 SHEFFIELD AVENUE CONSOLIDATED LOCATION,,590 SHEFFIELD AVENUE,K,19,350,590 SHEFFIELD AVENUE CONSOLIDATED LOCATION,2,P.S. 190 Sheffield |  Essence School |  590 SHEFFIELD AVENUE CONSOLIDATED LOCATION,1,1,1,2,0,3C,251-500,0.35,1.06,1.09,0.73,0.5,BROOKLYN ,11207,40.662326,-73.894441,5,42,1128,3085491,3038380018,East New York (Pennsylvania Ave)                                           
2013-14,K191,17K191,P.S. 191 Paul Robeson,K191,1600 PARK PLACE,K,17,223,,1,P.S. 191 Paul Robeson,1,1,1,2,0,2C,1-250,0.43,1.03,1.23,0.99,0.41,BROOKLYN ,11233,40.672005,-73.924329,8,41,359,3036635,3013750012,Crown Heights North                                                        
2013-14,K192,20K192,P.S. 192 - The Magnet School for Math and Science,K192,4715 18 AVENUE,K,20,617,,1,P.S. 192 - The Magnet School for Math and Science,0,1,0,1,0,4C,501-750,0.33,1.32,1.76,0.83,0.59,BROOKLYN ,11204,40.629303,-73.979995,12,44,476,3128909,3054450001,Borough Park                                                               
2013-14,K193,22K193,P.S. 193 Gil Hodges,K193,2515 AVENUE L,K,22,873,,1,P.S. 193 Gil Hodges,2,0,0,2,0,5C,751-1000,0.52,1.71,2.49,1.16,0.75,BROOKLYN ,11210,40.621507,-73.950473,14,45,754,3208461,3076250001,Midwood                                                                    
2013-14,K194,22K194,P.S. 194 Raoul Wallenberg,K194,3117 AVENUE W,K,22,455,,1,P.S. 194 Raoul Wallenberg,1,0,0,1,0,3C,251-500,0.35,1.06,1.09,0.73,0.5,BROOKLYN ,11229,40.596757,-73.933499,15,46,570,3201629,3073930001,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             
2013-14,K195,22K195,P.S. 195 Manhattan Beach,K195,131 IRWIN STREET,K,22,459,,1,P.S. 195 Manhattan Beach,0,0,0,0,0,3C,251-500,0.35,1.06,1.09,0.73,0.5,BROOKLYN ,11235,40.579451,-73.943819,15,48,620,3246519,3087520035,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             
2013-14,K319,14K319,P.S. 319,K319,360 KEAP STREET,K,14,152,,1,P.S. 319,0,0,0,0,0,2C,1-250,0.43,1.03,1.23,0.99,0.41,BROOKLYN ,11211,40.709674,-73.954217,1,34,527,3063189,3024240001,North Side-South Side                                                      
2013-14,K196,14K196,P.S. 196 Ten Eyck,K196,207 BUSHWICK AVENUE,K,14,358,207 BUSHWICK AVENUE CONSOLIDATED LOCATION,2,P.S. 196 Ten Eyck |  M.S. 582 |  207 BUSHWICK AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11206,40.708723,-73.940002,1,34,485,3071024,3030460001,Bushwick South                                                             
2013-14,K196,14K582,M.S. 582,K582,207 BUSHWICK AVENUE,K,14,272,207 BUSHWICK AVENUE CONSOLIDATED LOCATION,2,P.S. 196 Ten Eyck |  M.S. 582 |  207 BUSHWICK AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11206,40.708723,-73.940002,1,34,485,3071024,3030460001,Bushwick South                                                             
2013-14,K196,,207 BUSHWICK AVENUE CONSOLIDATED LOCATION,,207 BUSHWICK AVENUE,K,14,630,207 BUSHWICK AVENUE CONSOLIDATED LOCATION,2,P.S. 196 Ten Eyck |  M.S. 582 |  207 BUSHWICK AVENUE CONSOLIDATED LOCATION,0,2,1,1,0,4C,501-750,0.33,1.32,1.76,0.83,0.59,BROOKLYN ,11206,40.708723,-73.940002,1,34,485,3071024,3030460001,Bushwick South                                                             
2013-14,K197,22K197,P.S. 197 - The Kings Highway Academy,K197,1599 EAST  22 STREET,K,22,553,1599 EAST  22 STREET CONSOLIDATED LOCATION,2,P.S. 197 - The Kings Highway Academy |  I. S. 381 |  1599 EAST  22 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11210,40.612623,-73.951906,14,48,546,3182169,3067690018,Midwood                                                                    
2013-14,K197,22K381,I. S. 381,K381,1599 EAST  22 STREET,K,22,376,1599 EAST  22 STREET CONSOLIDATED LOCATION,2,P.S. 197 - The Kings Highway Academy |  I. S. 381 |  1599 EAST  22 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11210,40.612623,-73.951906,14,48,546,3182169,3067690018,Midwood                                                                    
2013-14,K197,,1599 EAST  22 STREET CONSOLIDATED LOCATION,,1599 EAST  22 STREET,K,22,929,1599 EAST  22 STREET CONSOLIDATED LOCATION,2,P.S. 197 - The Kings Highway Academy |  I. S. 381 |  1599 EAST  22 STREET CONSOLIDATED LOCATION,0,2,1,1,0,5C,751-1000,0.52,1.71,2.49,1.16,0.75,BROOKLYN ,11210,40.612623,-73.951906,14,48,546,3182169,3067690018,Midwood                                                                    
2013-14,K198,22K198,P.S. 198 Brooklyn,K198,4105 FARRAGUT ROAD,K,22,511,,1,P.S. 198 Brooklyn,0,0,0,0,0,4C,501-750,0.33,1.32,1.76,0.83,0.59,BROOKLYN ,11210,40.63694,-73.937339,17,45,836,3113388,3049880066,East Flatbush-Farragut                                                     
2013-14,K199,21K199,P.S. 199 Frederick Wachtel,K199,1100 ELM AVENUE,K,21,481,,1,P.S. 199 Frederick Wachtel,0,0,0,0,0,3C,251-500,0.35,1.06,1.09,0.73,0.5,BROOKLYN ,11230,40.616632,-73.963476,14,48,768,3180761,3067400025,Midwood                                                                    
2013-14,K200,20K200,P.S. 200 Benson School,K200,1940 BENSON AVENUE,K,20,"1,335",,1,P.S. 200 Benson School,0,1,0,1,0,7C,1251-1500,0.86,3.26,5.55,2.17,1.29,BROOKLYN ,11214,40.603188,-74.001408,11,43,282,3167818,3064070008,Bath Beach                                                                 
2013-14,K201,20K201,J.H.S. 201 The Dyker Heights,K201,8010 12 AVENUE,K,20,"1,437",,1,J.H.S. 201 The Dyker Heights,0,1,0,0,1,7C,1251-1500,0.86,3.26,5.55,2.17,1.29,BROOKLYN ,11228,40.618676,-74.012722,10,43,166,3162973,3062780022,Dyker Heights                                                              
2013-14,K202,19K202,P.S. 202 Ernest S. Jenkyns,K202,982 HEGEMAN AVENUE,K,19,683,982 HEGEMAN AVENUE CONSOLIDATED LOCATION,2,P.S. 202 Ernest S. Jenkyns|Achievement First Aspire Charter School|982 HEGEMAN AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11208,40.666417,-73.876563,5,42,1116,3098664,3044770001,East New York                                                              
2013-14,K202,84K680      ,Achievement First Aspire Charter School,K680,982 HEGEMAN AVENUE,K,19,,982 HEGEMAN AVENUE CONSOLIDATED LOCATION,2,P.S. 202 Ernest S. Jenkyns|Achievement First Aspire Charter School|982 HEGEMAN AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11208,40.666417,-73.876563,5,42,1116,3098664,3044770001,East New York                                                              
2013-14,K202,,982 HEGEMAN AVENUE CONSOLIDATED LOCATION,,982 HEGEMAN AVENUE,K,19,683,982 HEGEMAN AVENUE CONSOLIDATED LOCATION,2,P.S. 202 Ernest S. Jenkyns|Achievement First Aspire Charter School|982 HEGEMAN AVENUE CONSOLIDATED LOCATION,1,2,13,2,1,4C,501-750,0.33,1.32,1.76,0.83,0.59,BROOKLYN ,11208,40.666417,-73.876563,5,42,1116,3098664,3044770001,East New York                                                              
2013-14,K203,22K203,P.S. 203 Floyd Bennett School,K203,5101 AVENUE M,K,22,775,,1,P.S. 203 Floyd Bennett School,2,3,1,2,2,5C,751-1000,0.52,1.71,2.49,1.16,0.75,BROOKLYN ,11234,40.621436,-73.925989,18,46,680,3218626,3078490001,Flatlands                                                                  
2013-14,K204,20K204,P.S. 204 Vince Lombardi,K204,8101 15 AVENUE,K,20,"1,166",,1,P.S. 204 Vince Lombardi,0,0,0,0,0,6C,1001-1250,0.56,2.4,3.56,1.36,1.05,BROOKLYN ,11228,40.614159,-74.006638,11,43,184,3163702,3062940001,Bensonhurst West                                                           
2013-14,K205,20K205,P.S. 205 Clarion,K205,6701 20 AVENUE,K,20,"1,098",,1,P.S. 205 Clarion,0,0,0,0,0,6C,1001-1250,0.56,2.4,3.56,1.36,1.05,BROOKLYN ,11204,40.61527,-73.987149,11,47,256,3134749,3055710001,Bensonhurst West                                                           
2013-14,K206,22K206,P.S. 206 Joseph F Lamb,K206,2200 GRAVESEND NECK ROAD,K,22,"1,393",,1,P.S. 206 Joseph F Lamb,1,1,1,1,1,7C,1251-1500,0.86,3.26,5.55,2.17,1.29,BROOKLYN ,11229,40.597369,-73.948946,15,48,59401,3201080,3073810201,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             
2013-14,K207,22K207,P.S. 207 Elizabeth G. Leary,K207,4011 FILLMORE AVENUE,K,22,"1,272",,1,P.S. 207 Elizabeth G. Leary,0,0,0,0,0,7C,1251-1500,0.86,3.26,5.55,2.17,1.29,BROOKLYN ,11234,40.613353,-73.930129,18,46,652,3239388,3084840001,Georgetown-Marine Park-Bergen Beach-Mill Basin                             
2013-14,K209,21K209,P.S. 209 Margaret Mead,K209,2609 EAST  7 STREET,K,21,696,,1,P.S. 209 Margaret Mead,0,0,0,0,0,4C,501-750,0.33,1.32,1.76,0.83,0.59,BROOKLYN ,11235,40.586845,-73.96198,13,48,370,3196224,3072440001,Brighton Beach                                                             
2013-14,K210,17K394,M.S. K394,K394,188 ROCHESTER AVENUE,K,17,631,188 ROCHESTER AVENUE CONSOLIDATED LOCATION,2,M.S. K394|Explore Empower Charter School|188 ROCHESTER AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11213,40.672762,-73.927973,8,36,347,3036289,3013670022,Crown Heights North                                                        
2013-14,K210,84K742      ,Explore Empower Charter School,K742,188 ROCHESTER AVENUE,K,17,,188 ROCHESTER AVENUE CONSOLIDATED LOCATION,2,M.S. K394|Explore Empower Charter School|188 ROCHESTER AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11213,40.672762,-73.927973,8,36,347,3036289,3013670022,Crown Heights North                                                        
